2018-05-23 16:17:46.700388+01:00 Info fft | Loaded 1865 reward entries
2018-05-23 16:17:46.700393+01:00 Info fft | Loaded 842 query entries
2018-05-23 16:17:46.700396+01:00 Info fft | Loaded 306 training examples
2018-05-23 16:17:46.701748+01:00 Info Loaded a total of 306 training examples
2018-05-23 16:17:48.204479+01:00 Info bdd | Loaded 5717 reward entries
2018-05-23 16:17:48.204490+01:00 Info bdd | Loaded 2818 query entries
2018-05-23 16:17:48.204494+01:00 Info bdd | Loaded 824 training examples
2018-05-23 16:17:48.658870+01:00 Info almabench | Loaded 1926 reward entries
2018-05-23 16:17:48.658878+01:00 Info almabench | Loaded 846 query entries
2018-05-23 16:17:48.658881+01:00 Info almabench | Loaded 317 training examples
2018-05-23 16:17:50.373723+01:00 Info lexifi | Loaded 4262 reward entries
2018-05-23 16:17:50.373744+01:00 Info lexifi | Loaded 4073 query entries
2018-05-23 16:17:50.373749+01:00 Info lexifi | Loaded 1370 training examples
2018-05-23 16:17:57.180903+01:00 Info kb | Loaded 4747 reward entries
2018-05-23 16:17:57.181066+01:00 Info kb | Loaded 35367 query entries
2018-05-23 16:17:57.181070+01:00 Info kb | Loaded 281 training examples
2018-05-23 16:17:59.484647+01:00 Info floats-in-functor | Loaded 2774 reward entries
2018-05-23 16:17:59.484707+01:00 Info floats-in-functor | Loaded 8773 query entries
2018-05-23 16:17:59.484714+01:00 Info floats-in-functor | Loaded 784 training examples
2018-05-23 16:17:59.484870+01:00 Info fyq-stdlib-int-sets | Loaded 0 reward entries
2018-05-23 16:17:59.484871+01:00 Info fyq-stdlib-int-sets | Loaded 0 query entries
2018-05-23 16:17:59.484873+01:00 Info fyq-stdlib-int-sets | Loaded 0 training examples
2018-05-23 16:17:59.864889+01:00 Info quicksort | Loaded 1667 reward entries
2018-05-23 16:17:59.864895+01:00 Info quicksort | Loaded 829 query entries
2018-05-23 16:17:59.864899+01:00 Info quicksort | Loaded 306 training examples
2018-05-23 16:17:59.865023+01:00 Info fyq-symbolic-maths | Loaded 0 reward entries
2018-05-23 16:17:59.865024+01:00 Info fyq-symbolic-maths | Loaded 0 query entries
2018-05-23 16:17:59.865025+01:00 Info fyq-symbolic-maths | Loaded 0 training examples
2018-05-23 16:18:00.218356+01:00 Info lens | Loaded 1698 reward entries
2018-05-23 16:18:00.218362+01:00 Info lens | Loaded 835 query entries
2018-05-23 16:18:00.218366+01:00 Info lens | Loaded 296 training examples
2018-05-23 16:18:00.218503+01:00 Info fyq-rev-list | Loaded 0 reward entries
2018-05-23 16:18:00.218503+01:00 Info fyq-rev-list | Loaded 0 query entries
2018-05-23 16:18:00.218504+01:00 Info fyq-rev-list | Loaded 0 training examples
2018-05-23 16:18:01.633183+01:00 Info sequence-cps | Loaded 3135 reward entries
2018-05-23 16:18:01.633192+01:00 Info sequence-cps | Loaded 1134 query entries
2018-05-23 16:18:01.633196+01:00 Info sequence-cps | Loaded 330 training examples
2018-05-23 16:18:04.139515+01:00 Info hamming | Loaded 3032 reward entries
2018-05-23 16:18:04.139560+01:00 Info hamming | Loaded 8514 query entries
2018-05-23 16:18:04.139566+01:00 Info hamming | Loaded 1412 training examples
2018-05-23 16:18:04.143474+01:00 Info kahan-sum | Loaded 19 reward entries
2018-05-23 16:18:04.143477+01:00 Info kahan-sum | Loaded 14 query entries
2018-05-23 16:18:04.143479+01:00 Info kahan-sum | Loaded 2 training examples
2018-05-23 16:18:07.042955+01:00 Info sequence | Loaded 14618 reward entries
2018-05-23 16:18:07.042977+01:00 Info sequence | Loaded 4111 query entries
2018-05-23 16:18:07.042980+01:00 Info sequence | Loaded 86 training examples
2018-05-23 16:18:07.043150+01:00 Info fyq-stdlib-functor-record-sets | Loaded 0 reward entries
2018-05-23 16:18:07.043151+01:00 Info fyq-stdlib-functor-record-sets | Loaded 0 query entries
2018-05-23 16:18:07.043152+01:00 Info fyq-stdlib-functor-record-sets | Loaded 0 training examples
2018-05-23 16:18:07.043224+01:00 Info Loaded a total of 6008 training examples
2018-05-23 16:18:07.043606+01:00 Info Loaded 6008 IN-SAMPLE training examples and 306 OUT-OF-SAMPLE test examples
2018-05-23 16:18:07.043623+01:00 Info (hyperparams((l2_reg 0.01)(dropout_keep_prob 1)))
2018-05-23 16:18:07.524293: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-05-23 16:18:07.626601: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:898] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2018-05-23 16:18:07.626955: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7715
pciBusID: 0000:01:00.0
totalMemory: 7.93GiB freeMemory: 7.11GiB
2018-05-23 16:18:07.626970: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1435] Adding visible gpu devices: 0
2018-05-23 16:18:08.138745: I tensorflow/core/common_runtime/gpu/gpu_device.cc:923] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-05-23 16:18:08.138775: I tensorflow/core/common_runtime/gpu/gpu_device.cc:929]      0 
2018-05-23 16:18:08.138781: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 0:   N 
2018-05-23 16:18:08.138926: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 6866 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1080, pci bus id: 0000:01:00.0, compute capability: 6.1)
2018-05-23 16:18:08.178855: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.182810: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.185674: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.188323: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.190348: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.192108: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.194550: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.200815: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.203416: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.205798: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.208131: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.436335: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 16:18:08.465552+01:00 Info ((epoch 0)(training(((accuracy 0.80316271327507283)(loss 0.27320495247840881))))(validation(((accuracy 0.79034941763727118)(loss 0.27719590067863464))))(test(((accuracy 0.97058823529411764)(loss 0.21819955110549927)))))
2018-05-23 16:18:08.515836+01:00 Info ((epoch 1)(training(((accuracy 0.80524344569288386)(loss 0.23578071594238281))))(validation(((accuracy 0.79367720465890179)(loss 0.24172025918960571))))(test(((accuracy 0.9673202614379085)(loss 0.12109488248825073)))))
2018-05-23 16:18:08.605535+01:00 Info ((epoch 2)(training(((accuracy 0.80524344569288386)(loss 0.24461284279823303))))(validation(((accuracy 0.79367720465890179)(loss 0.25355744361877441))))(test(((accuracy 0.9673202614379085)(loss 0.088803164660930634)))))
2018-05-23 16:18:08.648475+01:00 Info ((epoch 3)(training(((accuracy 0.80524344569288386)(loss 0.25605311989784241))))(validation(((accuracy 0.79367720465890179)(loss 0.26729673147201538))))(test(((accuracy 0.9673202614379085)(loss 0.082808874547481537)))))
2018-05-23 16:18:08.690103+01:00 Info ((epoch 4)(training(((accuracy 0.80524344569288386)(loss 0.25723344087600708))))(validation(((accuracy 0.79367720465890179)(loss 0.2691308856010437))))(test(((accuracy 0.9673202614379085)(loss 0.083126276731491089)))))
2018-05-23 16:18:08.730784+01:00 Info ((epoch 5)(training(((accuracy 0.80586766541822719)(loss 0.250142365694046))))(validation(((accuracy 0.79284525790349414)(loss 0.2615705132484436))))(test(((accuracy 0.9673202614379085)(loss 0.084531530737876892)))))
2018-05-23 16:18:08.773040+01:00 Info ((epoch 6)(training(((accuracy 0.81065334997919269)(loss 0.24091807007789612))))(validation(((accuracy 0.81364392678868558)(loss 0.25165402889251709))))(test(((accuracy 0.9673202614379085)(loss 0.08613162487745285)))))
2018-05-23 16:18:08.810742+01:00 Info ((epoch 7)(training(((accuracy 0.80753225135247608)(loss 0.23458203673362732))))(validation(((accuracy 0.80865224625623955)(loss 0.24466767907142639))))(test(((accuracy 0.9673202614379085)(loss 0.088646605610847473)))))
2018-05-23 16:18:08.841898+01:00 Info ((epoch 8)(training(((accuracy 0.7985851019558885)(loss 0.23327529430389404))))(validation(((accuracy 0.80116472545757067)(loss 0.24236156046390533))))(test(((accuracy 0.9673202614379085)(loss 0.093072980642318726)))))
2018-05-23 16:18:08.883184+01:00 Info ((epoch 9)(training(((accuracy 0.78256346233874319)(loss 0.23496420681476593))))(validation(((accuracy 0.78868552412645587)(loss 0.24267785251140594))))(test(((accuracy 0.9673202614379085)(loss 0.0987270325422287)))))
2018-05-23 16:18:08.924170+01:00 Info ((epoch 10)(training(((accuracy 0.78443612151477315)(loss 0.23559340834617615))))(validation(((accuracy 0.7828618968386023)(loss 0.24169012904167175))))(test(((accuracy 0.97385620915032678)(loss 0.10318977385759354)))))
2018-05-23 16:18:08.972486+01:00 Info ((epoch 11)(training(((accuracy 0.770495214315439)(loss 0.23310413956642151))))(validation(((accuracy 0.76955074875207985)(loss 0.23748640716075897))))(test(((accuracy 0.97385620915032678)(loss 0.10423959046602249)))))
2018-05-23 16:18:09.024113+01:00 Info ((epoch 12)(training(((accuracy 0.77257594673325014)(loss 0.22878630459308624))))(validation(((accuracy 0.77121464226289516)(loss 0.23174506425857544))))(test(((accuracy 0.97385620915032678)(loss 0.10139589756727219)))))
2018-05-23 16:18:09.065914+01:00 Info ((epoch 13)(training(((accuracy 0.7856845609654598)(loss 0.22544276714324951))))(validation(((accuracy 0.78868552412645587)(loss 0.22822979092597961))))(test(((accuracy 0.9673202614379085)(loss 0.09591953456401825)))))
2018-05-23 16:18:09.121314+01:00 Info ((epoch 14)(training(((accuracy 0.78755722014148977)(loss 0.2246314138174057))))(validation(((accuracy 0.78785357737104822)(loss 0.22810882329940796))))(test(((accuracy 0.9673202614379085)(loss 0.089844606816768646)))))
2018-05-23 16:18:09.162235+01:00 Info ((epoch 15)(training(((accuracy 0.79754473574698292)(loss 0.22565548121929169))))(validation(((accuracy 0.78785357737104822)(loss 0.23001310229301453))))(test(((accuracy 0.9673202614379085)(loss 0.084871061146259308)))))
2018-05-23 16:18:09.205288+01:00 Info ((epoch 16)(training(((accuracy 0.79546400332917189)(loss 0.22649969160556793))))(validation(((accuracy 0.77787021630615638)(loss 0.23165020346641541))))(test(((accuracy 0.9673202614379085)(loss 0.081812858581542969)))))
2018-05-23 16:18:09.254737+01:00 Info ((epoch 17)(training(((accuracy 0.80565959217644612)(loss 0.22555094957351685))))(validation(((accuracy 0.79201331114808649)(loss 0.23124256730079651))))(test(((accuracy 0.9673202614379085)(loss 0.080799996852874756)))))
2018-05-23 16:18:09.293013+01:00 Info ((epoch 18)(training(((accuracy 0.80753225135247608)(loss 0.22263620793819427))))(validation(((accuracy 0.79617304492512475)(loss 0.22854901850223541))))(test(((accuracy 0.9673202614379085)(loss 0.081710614264011383)))))
2018-05-23 16:18:09.338098+01:00 Info ((epoch 19)(training(((accuracy 0.81169371618809816)(loss 0.21905010938644409))))(validation(((accuracy 0.79866888519134771)(loss 0.22484919428825378))))(test(((accuracy 0.9673202614379085)(loss 0.08442273736000061)))))
2018-05-23 16:18:09.378446+01:00 Info ((epoch 20)(training(((accuracy 0.81252600915522266)(loss 0.21662622690200806))))(validation(((accuracy 0.81281198003327793)(loss 0.22199305891990662))))(test(((accuracy 0.9673202614379085)(loss 0.0888625979423523)))))
2018-05-23 16:18:09.413164+01:00 Info ((epoch 21)(training(((accuracy 0.80774032459425715)(loss 0.21587520837783813))))(validation(((accuracy 0.8094841930116472)(loss 0.2207237184047699))))(test(((accuracy 0.9673202614379085)(loss 0.094722181558609009)))))
2018-05-23 16:18:09.450057+01:00 Info ((epoch 22)(training(((accuracy 0.8089887640449438)(loss 0.2167799174785614))))(validation(((accuracy 0.81447587354409323)(loss 0.2211800217628479))))(test(((accuracy 0.9673202614379085)(loss 0.1007106825709343)))))
2018-05-23 16:18:09.489074+01:00 Info ((epoch 23)(training(((accuracy 0.80711610486891383)(loss 0.21823619306087494))))(validation(((accuracy 0.81114808652246251)(loss 0.22233949601650238))))(test(((accuracy 0.9673202614379085)(loss 0.10486598312854767)))))
2018-05-23 16:18:09.538137+01:00 Info ((epoch 24)(training(((accuracy 0.809196837286725)(loss 0.21861593425273895))))(validation(((accuracy 0.81281198003327793)(loss 0.222678080201149))))(test(((accuracy 0.9673202614379085)(loss 0.10589252412319183)))))
2018-05-23 16:18:09.590193+01:00 Info ((epoch 25)(training(((accuracy 0.8081564710778194)(loss 0.21772199869155884))))(validation(((accuracy 0.81281198003327793)(loss 0.22200553119182587))))(test(((accuracy 0.9673202614379085)(loss 0.10394534468650818)))))
2018-05-23 16:18:09.641549+01:00 Info ((epoch 26)(training(((accuracy 0.80857261756138166)(loss 0.21654918789863586))))(validation(((accuracy 0.81613976705490854)(loss 0.22125333547592163))))(test(((accuracy 0.9673202614379085)(loss 0.10025607049465179)))))
2018-05-23 16:18:09.693326+01:00 Info ((epoch 27)(training(((accuracy 0.80857261756138166)(loss 0.21603478491306305))))(validation(((accuracy 0.81697171381031619)(loss 0.22125867009162903))))(test(((accuracy 0.9673202614379085)(loss 0.0962320938706398)))))
2018-05-23 16:18:09.752605+01:00 Info ((epoch 28)(training(((accuracy 0.8089887640449438)(loss 0.21627098321914673))))(validation(((accuracy 0.81114808652246251)(loss 0.2219974547624588))))(test(((accuracy 0.9673202614379085)(loss 0.092849552631378174)))))
