2018-05-23 15:12:23.438659+01:00 Info kahan-sum | Loaded 19 reward entries
2018-05-23 15:12:23.438662+01:00 Info kahan-sum | Loaded 14 query entries
2018-05-23 15:12:23.438664+01:00 Info kahan-sum | Loaded 2 training examples
2018-05-23 15:12:23.438997+01:00 Info Loaded a total of 2 training examples
2018-05-23 15:12:24.792091+01:00 Info bdd | Loaded 5717 reward entries
2018-05-23 15:12:24.792121+01:00 Info bdd | Loaded 2818 query entries
2018-05-23 15:12:24.792127+01:00 Info bdd | Loaded 824 training examples
2018-05-23 15:12:25.195101+01:00 Info almabench | Loaded 1926 reward entries
2018-05-23 15:12:25.195108+01:00 Info almabench | Loaded 846 query entries
2018-05-23 15:12:25.195111+01:00 Info almabench | Loaded 317 training examples
2018-05-23 15:12:26.972148+01:00 Info lexifi | Loaded 4262 reward entries
2018-05-23 15:12:26.972182+01:00 Info lexifi | Loaded 4073 query entries
2018-05-23 15:12:26.972190+01:00 Info lexifi | Loaded 1370 training examples
2018-05-23 15:12:33.854238+01:00 Info kb | Loaded 4747 reward entries
2018-05-23 15:12:33.854469+01:00 Info kb | Loaded 35367 query entries
2018-05-23 15:12:33.854472+01:00 Info kb | Loaded 281 training examples
2018-05-23 15:12:36.263720+01:00 Info floats-in-functor | Loaded 2774 reward entries
2018-05-23 15:12:36.263780+01:00 Info floats-in-functor | Loaded 8773 query entries
2018-05-23 15:12:36.263787+01:00 Info floats-in-functor | Loaded 784 training examples
2018-05-23 15:12:36.263953+01:00 Info fyq-stdlib-int-sets | Loaded 0 reward entries
2018-05-23 15:12:36.263954+01:00 Info fyq-stdlib-int-sets | Loaded 0 query entries
2018-05-23 15:12:36.263957+01:00 Info fyq-stdlib-int-sets | Loaded 0 training examples
2018-05-23 15:12:36.733395+01:00 Info fft | Loaded 1865 reward entries
2018-05-23 15:12:36.733404+01:00 Info fft | Loaded 842 query entries
2018-05-23 15:12:36.733409+01:00 Info fft | Loaded 306 training examples
2018-05-23 15:12:37.116536+01:00 Info quicksort | Loaded 1667 reward entries
2018-05-23 15:12:37.116544+01:00 Info quicksort | Loaded 829 query entries
2018-05-23 15:12:37.116548+01:00 Info quicksort | Loaded 306 training examples
2018-05-23 15:12:37.116702+01:00 Info fyq-symbolic-maths | Loaded 0 reward entries
2018-05-23 15:12:37.116703+01:00 Info fyq-symbolic-maths | Loaded 0 query entries
2018-05-23 15:12:37.116705+01:00 Info fyq-symbolic-maths | Loaded 0 training examples
2018-05-23 15:12:38.338130+01:00 Info lens | Loaded 1698 reward entries
2018-05-23 15:12:38.338137+01:00 Info lens | Loaded 835 query entries
2018-05-23 15:12:38.338140+01:00 Info lens | Loaded 296 training examples
2018-05-23 15:12:38.338253+01:00 Info fyq-rev-list | Loaded 0 reward entries
2018-05-23 15:12:38.338254+01:00 Info fyq-rev-list | Loaded 0 query entries
2018-05-23 15:12:38.338255+01:00 Info fyq-rev-list | Loaded 0 training examples
2018-05-23 15:12:38.713923+01:00 Info sequence-cps | Loaded 3135 reward entries
2018-05-23 15:12:38.713935+01:00 Info sequence-cps | Loaded 1134 query entries
2018-05-23 15:12:38.713941+01:00 Info sequence-cps | Loaded 330 training examples
2018-05-23 15:12:40.717407+01:00 Info hamming | Loaded 3032 reward entries
2018-05-23 15:12:40.717458+01:00 Info hamming | Loaded 8514 query entries
2018-05-23 15:12:40.717464+01:00 Info hamming | Loaded 1412 training examples
2018-05-23 15:12:43.670199+01:00 Info sequence | Loaded 14618 reward entries
2018-05-23 15:12:43.670245+01:00 Info sequence | Loaded 4111 query entries
2018-05-23 15:12:43.670249+01:00 Info sequence | Loaded 86 training examples
2018-05-23 15:12:43.670502+01:00 Info fyq-stdlib-functor-record-sets | Loaded 0 reward entries
2018-05-23 15:12:43.670504+01:00 Info fyq-stdlib-functor-record-sets | Loaded 0 query entries
2018-05-23 15:12:43.670506+01:00 Info fyq-stdlib-functor-record-sets | Loaded 0 training examples
2018-05-23 15:12:43.670678+01:00 Info Loaded a total of 6312 training examples
2018-05-23 15:12:43.671016+01:00 Info Loaded 6312 IN-SAMPLE training examples and 2 OUT-OF-SAMPLE test examples
2018-05-23 15:12:43.671039+01:00 Info (hyperparams((l2_reg 0.01)(dropout_keep_prob 1)))
2018-05-23 15:12:44.285252: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-05-23 15:12:44.429558: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:898] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2018-05-23 15:12:44.430003: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7715
pciBusID: 0000:01:00.0
totalMemory: 7.93GiB freeMemory: 7.11GiB
2018-05-23 15:12:44.430023: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1435] Adding visible gpu devices: 0
2018-05-23 15:12:45.018786: I tensorflow/core/common_runtime/gpu/gpu_device.cc:923] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-05-23 15:12:45.018825: I tensorflow/core/common_runtime/gpu/gpu_device.cc:929]      0 
2018-05-23 15:12:45.018831: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 0:   N 
2018-05-23 15:12:45.018989: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 6867 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1080, pci bus id: 0000:01:00.0, compute capability: 6.1)
2018-05-23 15:12:45.060678: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.064369: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.067626: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.070070: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.071843: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.073724: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.076391: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.078367: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.080633: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.082824: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.084855: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.337887: E tensorflow/core/grappler/clusters/utils.cc:127] Not found: TF GPU device with id 0 was not registered
2018-05-23 15:12:45.362487+01:00 Info ((epoch 0)(training(((accuracy 0.78807684690037627)(loss 0.271224707365036))))(validation(((accuracy 0.784639746634996)(loss 0.26952537894248962))))(test(((accuracy 1)(loss 0.014489082619547844)))))
2018-05-23 15:12:45.400131+01:00 Info ((epoch 1)(training(((accuracy 0.80748663101604279)(loss 0.23181286454200745))))(validation(((accuracy 0.8004750593824228)(loss 0.23146098852157593))))(test(((accuracy 1)(loss 0.0072060404345393181)))))
2018-05-23 15:12:45.439627+01:00 Info ((epoch 2)(training(((accuracy 0.8120419885125767)(loss 0.23780189454555511))))(validation(((accuracy 0.80601741884402212)(loss 0.2391190230846405))))(test(((accuracy 1)(loss 0.010270860977470875)))))
2018-05-23 15:12:45.490254+01:00 Info ((epoch 3)(training(((accuracy 0.8120419885125767)(loss 0.25374424457550049))))(validation(((accuracy 0.80601741884402212)(loss 0.25595057010650635))))(test(((accuracy 1)(loss 0.01313287764787674)))))
2018-05-23 15:12:45.537475+01:00 Info ((epoch 4)(training(((accuracy 0.8120419885125767)(loss 0.260015606880188))))(validation(((accuracy 0.80601741884402212)(loss 0.26223340630531311))))(test(((accuracy 1)(loss 0.014674589969217777)))))
2018-05-23 15:12:45.584568+01:00 Info ((epoch 5)(training(((accuracy 0.81164587046939984)(loss 0.25508373975753784))))(validation(((accuracy 0.80601741884402212)(loss 0.25657546520233154))))(test(((accuracy 1)(loss 0.015874234959483147)))))
2018-05-23 15:12:45.619449+01:00 Info ((epoch 6)(training(((accuracy 0.81600316894434544)(loss 0.244141086935997))))(validation(((accuracy 0.81155977830562154)(loss 0.24459236860275269))))(test(((accuracy 1)(loss 0.017019357532262802)))))
2018-05-23 15:12:45.663078+01:00 Info ((epoch 7)(training(((accuracy 0.81699346405228757)(loss 0.23278522491455078))))(validation(((accuracy 0.82501979414093429)(loss 0.23237670958042145))))(test(((accuracy 1)(loss 0.018073242157697678)))))
2018-05-23 15:12:45.706293+01:00 Info ((epoch 8)(training(((accuracy 0.81441869677163792)(loss 0.22597098350524902))))(validation(((accuracy 0.828978622327791)(loss 0.22509157657623291))))(test(((accuracy 1)(loss 0.019149914383888245)))))
2018-05-23 15:12:45.757327+01:00 Info ((epoch 9)(training(((accuracy 0.79639532580709049)(loss 0.22571790218353271))))(validation(((accuracy 0.80601741884402212)(loss 0.22480487823486328))))(test(((accuracy 1)(loss 0.020125197246670723)))))
2018-05-23 15:12:45.810616+01:00 Info ((epoch 10)(training(((accuracy 0.79183996831055659)(loss 0.22950345277786255))))(validation(((accuracy 0.79018210609659545)(loss 0.22888924181461334))))(test(((accuracy 1)(loss 0.020696135237812996)))))
2018-05-23 15:12:45.865217+01:00 Info ((epoch 11)(training(((accuracy 0.78708655179243414)(loss 0.23261278867721558))))(validation(((accuracy 0.79097387173396672)(loss 0.23242920637130737))))(test(((accuracy 1)(loss 0.020737331360578537)))))
2018-05-23 15:12:45.921513+01:00 Info ((epoch 12)(training(((accuracy 0.78253119429590012)(loss 0.23194098472595215))))(validation(((accuracy 0.79572446555819476)(loss 0.23215919733047485))))(test(((accuracy 1)(loss 0.02024533785879612)))))
2018-05-23 15:12:45.975559+01:00 Info ((epoch 13)(training(((accuracy 0.781540899187958)(loss 0.22795075178146362))))(validation(((accuracy 0.79176563737133809)(loss 0.22809410095214844))))(test(((accuracy 1)(loss 0.019191080704331398)))))
2018-05-23 15:12:46.035577+01:00 Info ((epoch 14)(training(((accuracy 0.78886908298673009)(loss 0.22272792458534241))))(validation(((accuracy 0.81393507521773556)(loss 0.22264721989631653))))(test(((accuracy 1)(loss 0.017716819420456886)))))
2018-05-23 15:12:46.094367+01:00 Info ((epoch 15)(training(((accuracy 0.78470984353337292)(loss 0.2188156396150589))))(validation(((accuracy 0.79255740300870947)(loss 0.21851415932178497))))(test(((accuracy 1)(loss 0.016148725524544716)))))
2018-05-23 15:12:46.154565+01:00 Info ((epoch 16)(training(((accuracy 0.79817785700138644)(loss 0.21796245872974396))))(validation(((accuracy 0.80601741884402212)(loss 0.2173713892698288))))(test(((accuracy 1)(loss 0.014749599620699883)))))
2018-05-23 15:12:46.216496+01:00 Info ((epoch 17)(training(((accuracy 0.80966528025351558)(loss 0.22031652927398682))))(validation(((accuracy 0.80839271575613614)(loss 0.21958453953266144))))(test(((accuracy 1)(loss 0.013608391396701336)))))
2018-05-23 15:12:46.266608+01:00 Info ((epoch 18)(training(((accuracy 0.82234105763517529)(loss 0.21761101484298706))))(validation(((accuracy 0.82739509105304831)(loss 0.21682454645633698))))(test(((accuracy 1)(loss 0.012653334997594357)))))
2018-05-23 15:12:46.311776+01:00 Info ((epoch 19)(training(((accuracy 0.81441869677163792)(loss 0.21435542404651642))))(validation(((accuracy 0.82264449722882027)(loss 0.21356256306171417))))(test(((accuracy 1)(loss 0.011774309910833836)))))
2018-05-23 15:12:46.350173+01:00 Info ((epoch 20)(training(((accuracy 0.81144781144781142)(loss 0.21205891668796539))))(validation(((accuracy 0.82106096595407763)(loss 0.21125181019306183))))(test(((accuracy 1)(loss 0.010890384204685688)))))
2018-05-23 15:12:46.394922+01:00 Info ((epoch 21)(training(((accuracy 0.81184392949098827)(loss 0.21071900427341461))))(validation(((accuracy 0.82660332541567694)(loss 0.20994682610034943))))(test(((accuracy 1)(loss 0.010044730268418789)))))
2018-05-23 15:12:46.591583+01:00 Info ((epoch 22)(training(((accuracy 0.8090711031887502)(loss 0.21073099970817566))))(validation(((accuracy 0.82264449722882027)(loss 0.21009211242198944))))(test(((accuracy 1)(loss 0.0093261916190385818)))))
2018-05-23 15:12:46.636277+01:00 Info ((epoch 23)(training(((accuracy 0.809863339275104)(loss 0.21170763671398163))))(validation(((accuracy 0.82581155977830567)(loss 0.211310476064682))))(test(((accuracy 1)(loss 0.0087612289935350418)))))
2018-05-23 15:12:46.686180+01:00 Info ((epoch 24)(training(((accuracy 0.81184392949098827)(loss 0.21265473961830139))))(validation(((accuracy 0.82818685669041958)(loss 0.21259452402591705))))(test(((accuracy 1)(loss 0.0083179324865341187)))))
2018-05-23 15:12:46.743116+01:00 Info ((epoch 25)(training(((accuracy 0.81164587046939984)(loss 0.21281684935092926))))(validation(((accuracy 0.82739509105304831)(loss 0.21316494047641754))))(test(((accuracy 1)(loss 0.00795750878751278)))))
2018-05-23 15:12:46.790564+01:00 Info ((epoch 26)(training(((accuracy 0.81382451970687264)(loss 0.21221679449081421))))(validation(((accuracy 0.82581155977830567)(loss 0.21300886571407318))))(test(((accuracy 1)(loss 0.0076711182482540607)))))
2018-05-23 15:12:46.834892+01:00 Info ((epoch 27)(training(((accuracy 0.81560705090116858)(loss 0.21145375072956085))))(validation(((accuracy 0.82739509105304831)(loss 0.2126680314540863))))(test(((accuracy 1)(loss 0.007477371022105217)))))
2018-05-23 15:12:46.884229+01:00 Info ((epoch 28)(training(((accuracy 0.81620122796593386)(loss 0.21107883751392365))))(validation(((accuracy 0.82581155977830567)(loss 0.21261890232563019))))(test(((accuracy 1)(loss 0.0073861479759216309)))))
2018-05-23 15:12:46.923303+01:00 Info ((epoch 29)(training(((accuracy 0.82253911665676371)(loss 0.21116816997528076))))(validation(((accuracy 0.82739509105304831)(loss 0.21286872029304504))))(test(((accuracy 1)(loss 0.0073751672171056271)))))
2018-05-23 15:12:46.969778+01:00 Info ((epoch 30)(training(((accuracy 0.82016240839770249)(loss 0.21138831973075867))))(validation(((accuracy 0.8186856690419636)(loss 0.21304577589035034))))(test(((accuracy 1)(loss 0.0074027585797011852)))))
