2018-05-03 03:34:02.101859+01:00 Info quicksort | Loaded 1667 reward entries
2018-05-03 03:34:02.102275+01:00 Info quicksort | Loaded 4214 feature entries
2018-05-03 03:34:02.102281+01:00 Info quicksort | Loaded 1154 training examples
2018-05-03 03:34:02.102574+01:00 Info Loaded a total of 1154 training examples
2018-05-03 03:34:02.291 [32mINFO[0m : ((epoch 1)(training(((accuracy 0.59231722428748446)(loss 0.69273594780909442))))(validation(((accuracy 0.62427745664739887)(loss 0.68575999169156254))))(test(((accuracy 0.58045977011494254)(loss 0.7083088833241139)))))
2018-05-03 03:34:02.331 [32mINFO[0m : ((epoch 2)(training(((accuracy 0.65799256505576209)(loss 0.6291139966754562))))(validation(((accuracy 0.64739884393063585)(loss 0.6396660450130689))))(test(((accuracy 0.64367816091954022)(loss 0.638961446649906)))))
2018-05-03 03:34:02.377 [32mINFO[0m : ((epoch 3)(training(((accuracy 0.6604708798017348)(loss 0.59443978800341635))))(validation(((accuracy 0.653179190751445)(loss 0.611507702014252))))(test(((accuracy 0.632183908045977)(loss 0.60810027658675481)))))
2018-05-03 03:34:02.419 [32mINFO[0m : ((epoch 4)(training(((accuracy 0.73234200743494426)(loss 0.56777089808056391))))(validation(((accuracy 0.7167630057803468)(loss 0.59269965765529409))))(test(((accuracy 0.65517241379310343)(loss 0.57938321643438218)))))
2018-05-03 03:34:02.450 [32mINFO[0m : ((epoch 5)(training(((accuracy 0.74225526641883521)(loss 0.54294234712920075))))(validation(((accuracy 0.69942196531791911)(loss 0.57323858509029091))))(test(((accuracy 0.67816091954022983)(loss 0.56080777725714837)))))
2018-05-03 03:34:02.507 [32mINFO[0m : ((epoch 6)(training(((accuracy 0.7794299876084263)(loss 0.52152702353227021))))(validation(((accuracy 0.7225433526011561)(loss 0.55881452409337729))))(test(((accuracy 0.71264367816091956)(loss 0.54153695970251114)))))
2018-05-03 03:34:02.551 [32mINFO[0m : ((epoch 7)(training(((accuracy 0.79306071871127637)(loss 0.50295116395306327))))(validation(((accuracy 0.72832369942196529)(loss 0.54453190060148771))))(test(((accuracy 0.74137931034482762)(loss 0.52642060906977184)))))
2018-05-03 03:34:02.586 [32mINFO[0m : ((epoch 8)(training(((accuracy 0.79182156133829)(loss 0.48870166917429858))))(validation(((accuracy 0.72832369942196529)(loss 0.53550508103136807))))(test(((accuracy 0.74137931034482762)(loss 0.51050577649201645)))))
2018-05-03 03:34:02.623 [32mINFO[0m : ((epoch 9)(training(((accuracy 0.81288723667905827)(loss 0.47545425608058528))))(validation(((accuracy 0.75722543352601157)(loss 0.52309288691574485))))(test(((accuracy 0.78735632183908044)(loss 0.50293995929038315)))))
2018-05-03 03:34:02.665 [32mINFO[0m : ((epoch 10)(training(((accuracy 0.82651796778190834)(loss 0.46470553502648232))))(validation(((accuracy 0.77456647398843925)(loss 0.51864590122599941))))(test(((accuracy 0.81609195402298851)(loss 0.48449361373697025)))))
2018-05-03 03:34:02.707 [32mINFO[0m : ((epoch 11)(training(((accuracy 0.8190830235439901)(loss 0.4525171188374))))(validation(((accuracy 0.76878612716763006)(loss 0.50633640123953727))))(test(((accuracy 0.78735632183908044)(loss 0.48059404028050878)))))
